Name,Card Type,Rating,Current Index,Current Price,General Position,Position,Nation,Club,League
Akanji,Non-Inform,83,13.98,3600.0,Defender,CB,Switzerland,Borussia Dortmund,GER 1
Kirk,TOTSSF,83,351.88,42050.0,Forward,LW,England,Crewe Alexandra,ENG 4
Illarramendi,Non-Inform,83,120.6,1206.0,Midfielder,CDM,Spain,Real Sociedad,ESP 1
Alexander-Arnold,Non-Inform,83,27.08,10583.0,Defender,RB,England,Liverpool,ENG 1
Lo Celso,Non-Inform,83,28.57,1900.0,Midfielder,CM,Argentina,Tottenham Hotspur,ENG 1
Fabián,Non-Inform,83,108.83,1442.0,Midfielder,CM,Spain,Napoli,ITA 1
Pépé,Non-Inform,83,5.54,4980.0,Midfielder,RM,Ivory Coast,Arsenal,ENG 1
Borja Iglesias,Non-Inform,83,98.92,1286.0,Forward,ST,Spain,Real Betis Balompié,ESP 1
João Victor,WinterRefresh,83,23.64,20417.0,Forward,LW,Brazil,VfL Wolfsburg,GER 1
Tah,Non-Inform,83,36.98,1800.0,Defender,CB,Germany,Bayer 04 Leverkusen,GER 1
Tolisso,Non-Inform,83,77.61,2367.0,Midfielder,CM,France,Bayern München,GER 1
Djené,Non-Inform,83,80.47,1100.0,Defender,CB,Togo,Getafe CF,ESP 1
Pau López,Non-Inform,83,69.25,750.0,Goalkeeper,GK,Spain,Roma,ITA 1
Glik,Inform,83,724.22,78056.0,Defender,CB,Poland,AS Monaco,FRA 1
Haller,Non-Inform,83,30.67,1871.0,Forward,ST,France,West Ham United,ENG 1
Cillessen,ChampionsLeagueRare,83,25.42,2167.0,Goalkeeper,GK,Netherlands,Valencia CF,ESP 1
Rebic,Inform,83,131.16,39096.0,Midfielder,LM,Croatia,Milan,ITA 1
Falcao,Non-Inform,83,95.85,33500.0,Forward,ST,Colombia,AS Monaco,FRA 1
Keane,Inform,83,251.43,35515.0,Defender,CB,England,Everton,ENG 1
Deulofeu,Inform,83,147.05,36500.0,Midfielder,LM,Spain,Watford,ENG 1
Vlachodimos,Inform,83,371.18,39000.0,Goalkeeper,GK,Greece,SL Benfica,POR 1
Adama Traoré,Inform,83,22.52,41900.0,Forward,RW,Spain,Wolverhampton Wanderers,ENG 1
Cornelius,Inform,83,515.08,54083.0,Forward,ST,Denmark,Parma,ITA 1
Muriel,Inform,83,362.91,38106.0,Forward,RF,Colombia,Atalanta,ITA 1
Nsame,Inform,83,261.59,27467.0,Forward,ST,Cameroon,BSC Young Boys,CHE 1
Palmer,TOTSSF,83,316.46,38583.0,Goalkeeper,GK,England,Plymouth Argyle,ENG 4
Marcos Llorente,Inform,83,203.17,21333.0,Midfielder,RM,Spain,Atlético de Madrid,ESP 1
Klaassen,MOTM,83,121.99,12833.0,Midfielder,CM,Netherlands,Werder Bremen,GER 1
Al Ghannam,TOTSSF,83,565.81,68333.0,Defender,RB,Saudi Arabia,Al Nassr,SAU 1
Kramarić,Non-Inform,83,204.55,2250.0,Forward,ST,Croatia,TSG 1899 Hoffenheim,GER 1
Pablo Sarabia,ChampionsLeagueRare,83,16.76,1450.0,Midfielder,CAM,Spain,Paris Saint-Germain,FRA 1
Anderson Talisca,Non-Inform,83,105.58,1760.0,Midfielder,CAM,Brazil,Guangzhou Evergrande Taobao,CHN 1
Oscar,Non-Inform,83,102.05,1143.0,Midfielder,CAM,Brazil,Shanghai SIPG,CHN 1
Falcao,ChampionsLeagueRare,83,71.73,1200.0,Forward,ST,Colombia,Galatasaray,TUR 1
Hrádecký,Non-Inform,83,89.33,938.0,Goalkeeper,GK,Finland,Bayer 04 Leverkusen,GER 1
Vanaken,Inform,83,395.22,44320.0,Midfielder,CAM,Belgium,Club Brugge,BEL 1
Portu,Inform,83,301.75,46950.0,Midfielder,RM,Spain,Real Sociedad,ESP 1
Blind,Non-Inform,83,78.82,867.0,Midfielder,CDM,Netherlands,Ajax,NED 1
Martial,Non-Inform,83,9.22,5714.0,Forward,LW,France,Manchester United,ENG 1
David Luiz,Non-Inform,83,109.2,4750.0,Defender,CB,Brazil,Arsenal,ENG 1
Ramsey,Non-Inform,83,210.0,2625.0,Midfielder,CM,Wales,Piemonte Calcio,ITA 1
Trapp,Non-Inform,83,45.94,842.0,Goalkeeper,GK,Germany,Eintracht Frankfurt,GER 1
Khedira,Non-Inform,83,121.42,1457.0,Midfielder,CM,Germany,Piemonte Calcio,ITA 1
Sigurðsson,Non-Inform,83,91.91,1000.0,Midfielder,CAM,Iceland,Everton,ENG 1
Henderson,Non-Inform,83,72.67,1550.0,Midfielder,CDM,England,Liverpool,ENG 1
Romagnoli,Non-Inform,83,51.39,925.0,Defender,CB,Italy,Milan,ITA 1
Werner,Non-Inform,83,15.65,7550.0,Forward,ST,Germany,RB Leipzig,GER 1
Bernardeschi,Non-Inform,83,82.92,1617.0,Midfielder,RM,Italy,Piemonte Calcio,ITA 1
Nainggolan,Non-Inform,83,15.17,2333.0,Midfielder,CAM,Belgium,Cagliari,ITA 1
Diego Costa,Non-Inform,83,123.39,1820.0,Forward,ST,Spain,Atlético de Madrid,ESP 1
Mandanda,Inform,83,137.45,15833.0,Goalkeeper,GK,France,Olympique de Marseille,FRA 1
Kruse,Non-Inform,83,208.3,2083.0,Forward,CF,Germany,Fenerbahçe,TUR 1
Chilwell,Inform,82,134.5,26250.0,Defender,LB,England,Leicester City,ENG 1
Yazici,Inform,82,347.45,36607.0,Midfielder,CAM,Turkey,LOSC Lille,FRA 1
Soucek,Inform,82,457.87,48250.0,Midfielder,CDM,Czech Republic,Slavia Praha,CSK 1
Ángel,Inform,82,428.57,45000.0,Forward,ST,Spain,Getafe CF,ESP 1
Mina,Inform,82,252.69,27417.0,Defender,CB,Colombia,Everton,ENG 1
Sels,Inform,82,584.77,61500.0,Goalkeeper,GK,Belgium,RC Strasbourg,FRA 1
Pulisic,Inform,82,189.06,34031.0,Midfielder,LM,United States,Chelsea,ENG 1
Toko-Ekambi,Inform,82,158.6,16750.0,Forward,ST,Cameroon,Villarreal CF,ESP 1
Orellana,Inform,82,336.9,35375.0,Midfielder,RM,Chile,SD Eibar,ESP 1
Ayoze Pérez,Inform,82,251.82,28917.0,Forward,RW,Spain,Leicester City,ENG 1
Laba,Inform,82,270.84,28438.0,Forward,ST,Togo,Al Ain FC,UAE 1
Mitrović,Inform,82,554.32,65000.0,Forward,ST,Serbia,Fulham,ENG 2
Lodeiro,Inform,82,522.91,55000.0,Midfielder,CAM,Uruguay,Seattle Sounders,USA 1
Fabra,Inform,82,509.68,60000.0,Defender,LB,Colombia,Buenos Aires,ARG 1
Capa,Inform,82,109.22,24438.0,Defender,RB,Spain,Athletic Club de Bilbao,ESP 1
Dumfries,EuropaLeagueLive,82,36.44,15708.0,Defender,RB,Netherlands,PSV,NED 1
Oršić,Inform,82,81.78,49071.0,Midfielder,LM,Croatia,Dinamo Zagreb,CRO 1
Elvedi,Inform,82,374.89,43333.0,Defender,CB,Switzerland,Borussia M.gladbach,GER 1
Oyarzabal,Non-Inform,82,72.73,800.0,Forward,LW,Spain,Real Sociedad,ESP 1
Lejeune,Inform,82,278.3,37083.0,Defender,CB,France,Newcastle United,ENG 1
Suárez,Inform,82,386.5,40583.0,Defender,RB,Uruguay,Getafe CF,ESP 1
Sørloth,MOTM,82,225.57,23750.0,Forward,ST,Norway,Trabzonspor,TUR 1
Verbič,MOTM,82,138.1,14500.0,Forward,ST,Slovenia,Dynamo Kyiv,UKR 1
Grillitsch,Inform,82,403.17,42333.0,Midfielder,CDM,Austria,TSG 1899 Hoffenheim,GER 1
Dunk,Inform,82,306.67,34500.0,Defender,CB,England,Brighton and Hove Albion,ENG 1
Wesley,Inform,82,100.0,13000.0,Forward,ST,Brazil,Aston Villa,ENG 1
Malinovskyi,Inform,82,122.73,33750.0,Midfielder,CM,Ukraine,Atalanta,ITA 1
Cheryshev,Inform,82,663.33,79600.0,Forward,LW,Russia,Valencia CF,ESP 1
Al Soma,Inform,82,421.43,44250.0,Forward,ST,Syria,Al Ahli,SAU 1
Bellarabi,ChampionsLeagueRare,82,93.01,7627.0,Forward,RW,Germany,Bayer 04 Leverkusen,GER 1
Zapata,ChampionsLeagueRare,82,11.69,1014.0,Forward,ST,Colombia,Atalanta,ITA 1
Willian,ChampionsLeagueRare,82,79.92,7133.0,Forward,RW,Brazil,Chelsea,ENG 1
Cano,Inform,82,523.81,55000.0,Forward,ST,Argentina,Independiente Medellín,COL 1
Forsberg,ChampionsLeagueRare,82,9.91,850.0,Midfielder,CAM,Sweden,RB Leipzig,GER 1
Bailey,ChampionsLeagueRare,82,28.16,2443.0,Forward,LW,Jamaica,Bayer 04 Leverkusen,GER 1
Götze,ChampionsLeagueRare,82,50.23,3767.0,Forward,CF,Germany,Borussia Dortmund,GER 1
Keïta,ChampionsLeagueRare,82,18.5,1600.0,Midfielder,CM,Guinea,Liverpool,ENG 1
Politano,ChampionsLeagueRare,82,104.76,8983.0,Midfielder,RM,Italy,Inter,ITA 1
Rúben Neves,Non-Inform,82,116.67,1050.0,Midfielder,CM,Portugal,Wolverhampton Wanderers,ENG 1
Torreira,Non-Inform,82,105.88,900.0,Midfielder,CDM,Uruguay,Arsenal,ENG 1
Kimpembe,Non-Inform,82,59.49,4700.0,Defender,CB,France,Paris Saint-Germain,FRA 1
Bergwijn,Non-Inform,82,171.15,4450.0,Forward,RW,Netherlands,PSV,NED 1
Gelson Martins,Non-Inform,82,138.58,2633.0,Midfielder,RM,Portugal,AS Monaco,FRA 1
Nélson Semedo,Non-Inform,82,8.08,4000.0,Defender,RB,Portugal,FC Barcelona,ESP 1
Ødegaard,ChampionsLeagueRare,82,21.09,1404.0,Midfielder,CAM,Norway,Real Madrid,ESP 1
Giroud,Non-Inform,82,105.77,1375.0,Forward,ST,France,Chelsea,ENG 1
Angeliño,ChampionsLeagueMOTM,82,193.0,22938.0,Defender,LB,Spain,RB Leipzig,GER 1
Partey,Non-Inform,82,94.71,1610.0,Midfielder,CM,Ghana,Atlético de Madrid,ESP 1
Pope,Inform,82,446.32,53000.0,Goalkeeper,GK,England,Burnley,ENG 1
Gregoritsch,Inform,82,292.22,31250.0,Forward,ST,Austria,FC Schalke 04,GER 1
Kjær,ChampionsLeagueCommon,82,637.04,10250.0,Defender,CB,Denmark,Atalanta,ITA 1
De Paul,Inform,82,373.32,48688.0,Midfielder,CM,Argentina,Udinese,ITA 1
Criscito,Inform,82,429.14,45167.0,Defender,CB,Italy,Genoa,ITA 1
Hamdallah,Inform,82,386.36,42500.0,Forward,ST,Morocco,Al Nassr,SAU 1
Rugani,Non-Inform,82,113.3,1133.0,Defender,CB,Italy,Piemonte Calcio,ITA 1
Tagliafico,Non-Inform,82,96.79,5033.0,Defender,LB,Argentina,Ajax,NED 1
Ricardo Pereira,Non-Inform,82,55.11,6200.0,Defender,RB,Portugal,Leicester City,ENG 1
Belotti,Non-Inform,82,91.18,775.0,Forward,ST,Italy,Torino,ITA 1
Pacheco,Non-Inform,82,106.67,800.0,Goalkeeper,GK,Spain,Deportivo Alavés,ESP 1
Kjær,Non-Inform,82,637.38,12429.0,Defender,CB,Denmark,Atalanta,ITA 1
Vardy,Non-Inform,82,41.49,6950.0,Forward,ST,England,Leicester City,ENG 1
Promes,Non-Inform,82,47.06,800.0,Forward,LW,Netherlands,Ajax,NED 1
Kostić,Non-Inform,82,94.23,1225.0,Midfielder,LM,Serbia,Eintracht Frankfurt,GER 1
Savić,Non-Inform,82,92.31,1200.0,Defender,CB,Montenegro,Atlético de Madrid,ESP 1
Forsberg,Non-Inform,82,57.69,750.0,Midfielder,CAM,Sweden,RB Leipzig,GER 1
Lingard,Non-Inform,82,65.79,1250.0,Midfielder,CAM,England,Manchester United,ENG 1
Kovačić,Non-Inform,82,103.85,1350.0,Midfielder,CM,Croatia,Chelsea,ENG 1
Rüdiger,Non-Inform,82,100.0,1800.0,Defender,CB,Germany,Chelsea,ENG 1
Areola,Non-Inform,82,49.6,4960.0,Goalkeeper,GK,France,Paris Saint-Germain,FRA 1
Bailey,Non-Inform,82,75.42,1433.0,Forward,LW,Jamaica,Bayer 04 Leverkusen,GER 1
Onana,Non-Inform,82,255.56,2300.0,Goalkeeper,GK,Cameroon,Ajax,NED 1
Sergi Roberto,ChampionsLeagueRare,82,58.4,5022.0,Defender,RB,Spain,FC Barcelona,ESP 1
Vestergaard,Inform,82,251.9,26500.0,Defender,CB,Denmark,Southampton,ENG 1
Shaqiri,ChampionsLeagueRare,82,47.47,3940.0,Forward,RW,Switzerland,Liverpool,ENG 1
Ginczek,Inform,82,509.82,54444.0,Forward,RW,Germany,VfL Wolfsburg,GER 1
Giroud,ChampionsLeagueRare,82,14.86,1293.0,Forward,ST,France,Chelsea,ENG 1
Lala,Inform,82,110.4,34583.0,Defender,RB,France,RC Strasbourg,FRA 1
Saint-Maximin,MOTM,82,77.53,38375.0,Forward,ST,France,Newcastle United,ENG 1
Schwolow,Inform,82,119.05,12500.0,Goalkeeper,GK,Germany,SC Freiburg,GER 1
Soumaoro,Inform,82,332.73,36125.0,Defender,CB,France,Genoa,ITA 1
Ramírez,Inform,82,290.48,30500.0,Midfielder,CAM,Uruguay,Sampdoria,ITA 1
Richarlison,Inform,82,68.68,32250.0,Forward,ST,Brazil,Everton,ENG 1
Volland,ChampionsLeagueRare,82,15.32,1360.0,Forward,ST,Germany,Bayer 04 Leverkusen,GER 1
Tagliafico,ChampionsLeagueRare,82,110.21,9423.0,Defender,LB,Argentina,Ajax,NED 1
Hazard,ChampionsLeagueRare,82,71.99,5957.0,Midfielder,RM,Belgium,Borussia Dortmund,GER 1
Lozano,ChampionsLeagueRare,82,49.53,4383.0,Forward,RW,Mexico,Napoli,ITA 1
Pedro,ChampionsLeagueRare,82,40.24,3367.0,Forward,RW,Spain,Chelsea,ENG 1
Rüdiger,ChampionsLeagueRare,82,20.74,1789.0,Defender,CB,Germany,Chelsea,ENG 1
Demirbay,ChampionsLeagueRare,82,15.0,1286.0,Midfielder,CM,Germany,Bayer 04 Leverkusen,GER 1
Hübner,TOTWMoments,82,755.56,85000.0,Defender,CB,Germany,TSG 1899 Hoffenheim,GER 1
Mount,TOTWMoments,82,325.67,45906.0,Midfielder,CM,England,Chelsea,ENG 1
Bergwijn,ChampionsLeagueRare,82,91.59,1667.0,Forward,LW,Netherlands,Tottenham Hotspur,ENG 1
Hérelle,Inform,82,217.39,25000.0,Defender,RB,France,OGC Nice,FRA 1
Perin,Non-Inform,82,98.89,800.0,Goalkeeper,GK,Italy,Genoa,ITA 1
Bergwijn,Non-Inform,82,102.87,1363.0,Forward,LW,Netherlands,Tottenham Hotspur,ENG 1
Ricardo Horta,Inform,82,334.7,35143.0,Forward,LW,Portugal,Braga,POR 1
Suso,Non-Inform,82,28.57,750.0,Forward,RW,Spain,Sevilla FC,ESP 1
Politano,ChampionsLeagueRare,82,93.02,1000.0,Midfielder,RM,Italy,Napoli,ITA 1
Politano,Non-Inform,82,81.08,750.0,Midfielder,RM,Italy,Napoli,ITA 1
Mee,TOTWMoments,82,353.33,37100.0,Defender,CB,England,Burnley,ENG 1
Ribery,Non-Inform,82,281.63,3050.0,Midfielder,LM,France,Fiorentina,ITA 1
Tousart,ChampionsLeagueMOTM,82,135.42,14219.0,Midfielder,CM,France,Olympique Lyonnais,FRA 1
Tomkins,Inform,82,500.0,55000.0,Defender,CB,England,Crystal Palace,ENG 1
Fred,EuropaLeagueMOTM,82,134.14,19786.0,Midfielder,CDM,Brazil,Manchester United,ENG 1
Sarr,Inform,82,152.86,32100.0,Midfielder,RM,Senegal,Watford,ENG 1
Savanier,Inform,82,360.05,38000.0,Midfielder,CM,France,Montpellier HSC,FRA 1
Kovacic,ChampionsLeagueRare,82,15.95,1380.0,Midfielder,CM,Croatia,Chelsea,ENG 1
Herrera,ChampionsLeagueRare,82,17.19,1478.0,Midfielder,CM,Mexico,Atlético de Madrid,ESP 1
Tévez,Inform,82,445.24,46750.0,Forward,ST,Argentina,Buenos Aires,ARG 1
Drągowski,TOTWMoments,82,211.86,22286.0,Goalkeeper,GK,Poland,Fiorentina,ITA 1
Yılmaz,Inform,82,511.95,54000.0,Forward,ST,Turkey,Besiktas,TUR 1
Maksimović,MOTM,82,154.76,16250.0,Defender,CB,Serbia,Napoli,ITA 1
Kanga,MOTM,82,133.33,14000.0,Midfielder,CAM,Gabon,Sparta Praha,CSK 1
Ward-Prowse,Inform,82,200.31,22000.0,Midfielder,CM,England,Southampton,ENG 1
André Silva,MOTM,82,243.89,26050.0,Forward,ST,Portugal,Eintracht Frankfurt,GER 1
Rossi,Inform,82,318.93,33500.0,Forward,LW,Uruguay,Los Angeles FC,USA 1
Mignolet,Inform,82,581.82,64000.0,Goalkeeper,GK,Belgium,Club Brugge,BEL 1
Nacho Monreal,Inform,82,416.33,51000.0,Defender,LB,Spain,Real Sociedad,ESP 1
Haaland,Inform,82,212.28,30250.0,Forward,ST,Norway,Red Bull Salzburg,AUT 1
Benedetto,Inform,82,167.3,32833.0,Forward,ST,Argentina,Olympique de Marseille,FRA 1
Aurier,Inform,82,95.83,24917.0,Defender,RB,Ivory Coast,Tottenham Hotspur,ENG 1
Demirbay,Non-Inform,82,61.93,867.0,Midfielder,CM,Germany,Bayer 04 Leverkusen,GER 1
Pellegrini,Inform,82,339.58,40750.0,Midfielder,CAM,Italy,Roma,ITA 1
Óliver Torres,Inform,82,381.74,40083.0,Midfielder,CM,Spain,Sevilla FC,ESP 1
Berge,Inform,82,372.19,42083.0,Midfielder,CM,Norway,Sheffield United,ENG 1
Fernández,LibertadoresMOTM,82,295.24,31000.0,Midfielder,CM,Argentina,Nunez,ARG 1
Schär,TOTWMoments,82,229.58,30688.0,Defender,CB,Switzerland,Newcastle United,ENG 1
Rafa,ChampionsLeagueRare,82,12.99,1120.0,Midfielder,LM,Portugal,SL Benfica,POR 1
Debuchy,TOTWMoments,82,247.02,28583.0,Defender,RB,France,AS Saint-Étienne,FRA 1
Domínguez,LibertadoresMOTM,82,242.86,25500.0,Defender,CB,Argentina,Racing Club de Avellaneda,ARG 1
Aboubakar,TOTWMoments,82,234.52,24625.0,Midfielder,CAM,Cameroon,FC Porto,POR 1
Kolašinac,TOTWMoments,82,345.45,38625.0,Defender,LB,Bosnia Herzegovina,Arsenal,ENG 1
Tait,Inform,82,399.41,41938.0,Forward,LW,France,Stade Rennais,FRA 1
Arnold,MOTM,82,214.29,22500.0,Midfielder,CDM,Germany,VfL Wolfsburg,GER 1
Barkley,Inform,82,319.38,34333.0,Midfielder,CM,England,Chelsea,ENG 1
Uth,Inform,82,455.83,47944.0,Midfielder,CAM,Germany,1. FC Köln,GER 1
Mário Rui,Inform,82,354.46,41000.0,Defender,LB,Portugal,Napoli,ITA 1
Mbokani,Inform,82,422.03,44313.0,Forward,ST,DR Congo,Antwerp,BEL 1
Klaiber,Inform,82,341.96,37188.0,Defender,RB,Netherlands,FC Utrecht,NED 1
Kalinić,Inform,82,515.1,56167.0,Forward,ST,Croatia,Roma,ITA 1
Zagadou,Inform,82,162.12,17833.0,Defender,CB,France,Borussia Dortmund,GER 1
Gabriel Jesus,Non-Inform,82,21.58,6960.0,Forward,ST,Brazil,Manchester City,ENG 1
Rice,Inform,82,428.57,45000.0,Midfielder,CDM,England,West Ham United,ENG 1
David Soria,Non-Inform,82,39.36,433.0,Goalkeeper,GK,Spain,Getafe CF,ESP 1
Tsygankov,TOTWMoments,82,411.9,43250.0,Midfielder,RM,Ukraine,Dynamo Kyiv,UKR 1
Dante,TOTWMoments,82,360.61,37864.0,Defender,CB,Brazil,OGC Nice,FRA 1
Ødegaard,Non-Inform,82,176.91,1433.0,Midfielder,CAM,Norway,Real Sociedad,ESP 1
Hoarau,TOTWMoments,82,523.81,55000.0,Forward,ST,France,BSC Young Boys,CHE 1
Maddison,Non-Inform,82,136.8,1000.0,Midfielder,CAM,England,Leicester City,ENG 1
Raphinha,MOTM,82,449.01,49167.0,Midfielder,RM,Brazil,Stade Rennais,FRA 1
Savic,ChampionsLeagueRare,82,13.08,1125.0,Defender,CB,Montenegro,Atlético de Madrid,ESP 1
Gabriel Paulista,ChampionsLeagueRare,82,21.69,1833.0,Defender,CB,Brazil,Valencia CF,ESP 1
Onana,ChampionsLeagueRare,82,96.32,8308.0,Goalkeeper,GK,Cameroon,Ajax,NED 1
Zé Luís,MOTM,82,234.12,24583.0,Forward,ST,Cape Verde Islands,FC Porto,POR 1
Marlos,ChampionsLeagueRare,82,30.0,2400.0,Midfielder,RM,Ukraine,Shakhtar Donetsk,UKR 1
Schulz,ChampionsLeagueRare,82,68.59,5813.0,Defender,LB,Germany,Borussia Dortmund,GER 1
Meunier,ChampionsLeagueRare,82,94.8,8200.0,Defender,RB,Belgium,Paris Saint-Germain,FRA 1
Nélson Semedo,ChampionsLeagueRare,82,14.05,6575.0,Defender,RB,Portugal,FC Barcelona,ESP 1
Doherty,Inform,82,232.6,26167.0,Defender,RB,Republic of Ireland,Wolverhampton Wanderers,ENG 1
Hugo Mallo,TOTWMoments,82,481.08,52000.0,Defender,RB,Spain,RC Celta de Vigo,ESP 1
Hakimi,Non-Inform,82,165.31,8100.0,Defender,RB,Morocco,Borussia Dortmund,GER 1
Hakimi,ChampionsLeagueRare,82,338.0,16900.0,Defender,RB,Morocco,Borussia Dortmund,GER 1
Weimann,Inform,82,280.11,29750.0,Midfielder,CAM,Austria,Bristol City,ENG 2
Bardhi,Inform,82,207.0,21750.0,Midfielder,LM,FYR Macedonia,Levante UD,ESP 1
Meunier,ChampionsLeagueRare,82,109.45,5025.0,Defender,RB,Belgium,Borussia Dortmund,GER 1
Chiesa,Inform,82,474.02,50000.0,Midfielder,RM,Italy,Fiorentina,ITA 1
Hakimi,ChampionsLeagueRare,82,160.03,10775.0,Defender,RB,Morocco,Real Madrid,ESP 1
Meunier,Non-Inform,82,17.39,875.0,Defender,RB,Belgium,Borussia Dortmund,GER 1
Hakimi,Non-Inform,82,84.36,5600.0,Defender,RB,Morocco,Real Madrid,ESP 1
Belfodil,TOTWMoments,82,365.48,38375.0,Forward,ST,Algeria,TSG 1899 Hoffenheim,GER 1
Kessié,Inform,82,307.96,53333.0,Midfielder,CDM,Ivory Coast,Milan,ITA 1
Antonio,Inform,82,119.54,33500.0,Forward,ST,England,West Ham United,ENG 1
Rubén Peña,Inform,82,329.55,36250.0,Defender,RB,Spain,Villarreal CF,ESP 1
Raúl,TOTWMoments,82,309.52,35000.0,Defender,CB,Brazil,Braga,POR 1
Pavard,MOTM,82,276.58,29583.0,Defender,RB,France,Bayern München,GER 1
Mateta,TOTWMoments,82,241.04,25500.0,Forward,ST,France,1. FSV Mainz 05,GER 1
Lafont,Inform,82,251.16,27000.0,Goalkeeper,GK,France,FC Nantes,FRA 1
Pallois,Inform,82,422.08,46429.0,Defender,CB,France,FC Nantes,FRA 1
Klostermann,Inform,82,87.29,25750.0,Defender,CB,Germany,RB Leipzig,GER 1
Krychowiak,Inform,82,664.29,69750.0,Midfielder,CM,Poland,Lokomotiv Moskva,RUS 1
Da Silva,Inform,82,368.18,40500.0,Defender,CB,France,Stade Rennais,FRA 1
Stuani,Inform,82,500.21,52857.0,Forward,ST,Uruguay,Girona FC,ESP 2
Maripán,Inform,82,518.87,55000.0,Defender,CB,Chile,AS Monaco,FRA 1
Wan-Bissaka,Inform,82,53.75,37625.0,Defender,RB,England,Manchester United,ENG 1
Sanson,Inform,82,212.22,26528.0,Midfielder,CM,France,Olympique de Marseille,FRA 1
Borja Valero,Inform,82,296.83,31167.0,Midfielder,CM,Spain,Inter,ITA 1
Gervinho,Inform,82,248.05,31750.0,Forward,LW,Ivory Coast,Parma,ITA 1
Kjær,Non-Inform,82,47.46,775.0,Defender,CB,Denmark,Milan,ITA 1
Pepe Reina,Non-Inform,82,416.64,4833.0,Goalkeeper,GK,Spain,Aston Villa,ENG 1
Ødegaard,Non-Inform,82,27.61,988.0,Midfielder,CAM,Norway,Real Madrid,ESP 1
Areola,ChampionsLeagueRare,82,63.42,5079.0,Goalkeeper,GK,France,Paris Saint-Germain,FRA 1
Guaita,Inform,82,229.53,27500.0,Goalkeeper,GK,Spain,Crystal Palace,ENG 1
Nacho Fernández,Non-Inform,82,88.24,1500.0,Defender,CB,Spain,Real Madrid,ESP 1
Fischer,Inform,82,364.41,40500.0,Midfielder,LM,Denmark,FC København,DEN 1
Ansaldi,Inform,82,690.4,75944.0,Midfielder,LM,Argentina,Torino,ITA 1
Júnior Moraes,Inform,82,316.31,33250.0,Forward,ST,Ukraine,Shakhtar Donetsk,UKR 1
Keïta,Non-Inform,82,116.7,1167.0,Midfielder,CM,Guinea,Liverpool,ENG 1
Pulisic,OnesToWatch,82,123.08,18000.0,Forward,LW,United States,Chelsea,ENG 1
Lozano,Non-Inform,82,46.58,3400.0,Forward,RW,Mexico,Napoli,ITA 1
Pezzella,Inform,82,333.33,37500.0,Defender,CB,Argentina,Fiorentina,ITA 1
Golovin,Inform,82,207.14,29000.0,Midfielder,CM,Russia,AS Monaco,FRA 1
Mollet,Inform,82,213.99,22469.0,Midfielder,CAM,France,Montpellier HSC,FRA 1
Rafa,Non-Inform,82,59.62,775.0,Midfielder,LM,Portugal,SL Benfica,POR 1
Lozano,OnesToWatch,82,32.54,22125.0,Forward,RW,Mexico,Napoli,ITA 1
Correa,Non-Inform,82,43.32,1083.0,Midfielder,RM,Argentina,Atlético de Madrid,ESP 1
Duffy,Inform,82,604.65,65000.0,Defender,CB,Republic of Ireland,Brighton and Hove Albion,ENG 1
Zapata,Non-Inform,82,83.33,750.0,Forward,ST,Colombia,Atalanta,ITA 1
Politano,Non-Inform,82,230.42,4378.0,Midfielder,RM,Italy,Inter,ITA 1
Morales,Non-Inform,82,65.0,2600.0,Forward,ST,Spain,Levante UD,ESP 1
Iñaki Williams,Non-Inform,82,17.05,3240.0,Forward,ST,Spain,Athletic Club de Bilbao,ESP 1
Tarkowski,Inform,82,191.92,22167.0,Defender,CB,England,Burnley,ENG 1
Strakosha,Non-Inform,82,93.75,750.0,Goalkeeper,GK,Albania,Lazio,ITA 1
Sissoko,Non-Inform,81,3.62,1900.0,Midfielder,CM,France,Tottenham Hotspur,ENG 1
Gabriel,Inform,81,650.0,65000.0,Goalkeeper,GK,Brazil,Lecce,ITA 1
Olaza,Inform,81,284.77,31114.0,Defender,LB,Uruguay,RC Celta de Vigo,ESP 1
Martínez,ChampionsLeagueRare,81,56.67,5100.0,Forward,ST,Argentina,Inter,ITA 1
Höwedes,ChampionsLeagueCommon,81,135.01,11250.0,Defender,CB,Germany,Lokomotiv Moskva,RUS 1
Aouar,ChampionsLeagueRare,81,13.77,1188.0,Midfielder,CM,France,Olympique Lyonnais,FRA 1
Éder Militão,ChampionsLeagueRare,81,23.69,3880.0,Defender,CB,Brazil,Real Madrid,ESP 1
Sabitzer,ChampionsLeagueRare,81,8.53,825.0,Midfielder,CAM,Austria,RB Leipzig,GER 1
Gayà,ChampionsLeagueRare,81,32.58,2650.0,Defender,LB,Spain,Valencia CF,ESP 1
José Fonte,ChampionsLeagueCommon,81,8.28,700.0,Defender,CB,Portugal,LOSC Lille,FRA 1
Brozovic,ChampionsLeagueCommon,81,18.26,1525.0,Midfielder,CDM,Croatia,Inter,ITA 1
David Neres,ChampionsLeagueRare,81,15.27,1313.0,Forward,LW,Brazil,Ajax,NED 1
Muslera,ChampionsLeagueRare,81,9.56,791.0,Goalkeeper,GK,Uruguay,Galatasaray,TUR 1
Sissoko,ChampionsLeagueRare,81,42.0,4200.0,Midfielder,CM,France,Tottenham Hotspur,ENG 1
Can,ChampionsLeagueRare,81,145.45,12000.0,Midfielder,CM,Germany,Piemonte Calcio,ITA 1
João Mário,ChampionsLeagueRare,81,25.23,2132.0,Midfielder,CAM,Portugal,Lokomotiv Moskva,RUS 1
