Name,Rating,Position,General Position,Skills,Weakfoot,Age,Height(cm),Weight(kg),Workrate,Foot,Card Type,Nation,Club,League,Total Stats,Average Price,Median Price,Current Price,PAC,Acceleration,Sprint Speed,SHO,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,PAS,Vision,Crossing,FK.Acc.,Short Pass,Long Pass,Curve,DRI,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,DEF,Interceptions,Heading Acc.,Def. Awareness,Stand Tackle,Slide Tackle,PHY,Jumping,Stamina,Strength,Aggression
Laudrup,92,CF,Forward,4,4,55,183,76,HIGH/MED,Right,IconMoment,Denmark,Icons,ICO,2249,412368.61,236133.0,198700.0,90,92.0,87.0,83,88.0,86.0,82.0,82.0,83.0,85.0,91,95.0,89.0,83.0,91.0,85.0,93.0,95,92.0,85.0,95.0,95.0,97.0,94.0,39,39.0,72.0,31.0,37.0,28.0,65,69.0,82.0,65.0,47.0
Riquelme,92,CAM,Midfielder,5,4,41,183,0,MED/LOW,Right,IconMoment,Argentina,Icons,ICO,2261,566074.02,292437.5,399250.0,75,72.0,77.0,90,86.0,85.0,97.0,97.0,81.0,88.0,95,95.0,95.0,99.0,95.0,94.0,93.0,94,84.0,89.0,86.0,96.0,96.0,98.0,34,29.0,60.0,24.0,37.0,35.0,71,65.0,78.0,75.0,55.0
Tévez,92,CAM,Midfielder,4,4,35,171,77,HIGH/LOW,Right,LibertadoresSpecial,Argentina,Buenos Aires,ARG 1,2380,300414.36,114958.5,78063.0,90,93.0,87.0,90,91.0,91.0,95.0,84.0,86.0,84.0,84,85.0,80.0,77.0,89.0,77.0,84.0,92,89.0,93.0,87.0,92.0,92.0,97.0,55,47.0,66.0,46.0,62.0,61.0,94,67.0,80.0,99.0,99.0
Kluivert,92,ST,Forward,4,4,43,188,78,HIGH/LOW,Right,IconMoment,Netherlands,Icons,ICO,2307,589415.6,303428.5,225900.0,90,93.0,89.0,93,99.0,95.0,95.0,86.0,88.0,84.0,81,84.0,71.0,76.0,86.0,79.0,76.0,86,87.0,81.0,95.0,90.0,87.0,88.0,42,39.0,94.0,38.0,29.0,40.0,84,95.0,82.0,87.0,74.0
Essien,92,CDM,Midfielder,3,4,36,177,85,HIGH/HIGH,Right,IconMoment,Ghana,Icons,ICO,2480,1406947.89,1179783.5,912400.0,88,90.0,86.0,83,83.0,70.0,97.0,98.0,99.0,67.0,83,78.0,71.0,59.0,93.0,88.0,74.0,84,80.0,92.0,86.0,89.0,79.0,88.0,92,95.0,75.0,92.0,94.0,93.0,92,89.0,96.0,91.0,88.0
Hagi,92,LM,Midfielder,5,4,54,172,68,MED/LOW,Left,IconMoment,Romania,Icons,ICO,2325,434648.87,224312.5,203703.0,87,88.0,85.0,91,90.0,88.0,94.0,93.0,89.0,92.0,92,91.0,92.0,95.0,94.0,91.0,90.0,92,87.0,86.0,89.0,95.0,93.0,92.0,44,46.0,60.0,37.0,46.0,41.0,67,75.0,81.0,62.0,63.0
Shearer,92,ST,Forward,2,3,49,182,78,HIGH/MED,Right,IconMoment,England,Icons,ICO,2360,328279.99,176722.0,172286.0,83,84.0,81.0,98,96.0,99.0,99.0,91.0,99.0,97.0,80,80.0,77.0,91.0,86.0,64.0,83.0,81,72.0,72.0,90.0,86.0,78.0,94.0,53,44.0,95.0,32.0,67.0,57.0,87,89.0,86.0,89.0,82.0
Overmars,92,LM,Midfielder,3,5,46,173,72,HIGH/MED,Left,IconMoment,Netherlands,Icons,ICO,2236,499921.11,351330.5,274957.0,96,97.0,95.0,85,90.0,87.0,83.0,85.0,79.0,70.0,83,80.0,90.0,68.0,84.0,78.0,86.0,91,90.0,91.0,94.0,89.0,92.0,86.0,48,56.0,56.0,45.0,46.0,37.0,70,65.0,94.0,61.0,62.0
Aubameyang,92,ST,Forward,4,4,30,187,80,MED/LOW,Right,Headliner,Gabon,Arsenal,ENG 1,2265,497402.06,505375.0,242583.0,98,96.0,99.0,90,95.0,94.0,86.0,83.0,91.0,80.0,82,84.0,83.0,80.0,84.0,69.0,87.0,89,84.0,76.0,96.0,91.0,87.0,94.0,41,53.0,86.0,29.0,27.0,39.0,74,84.0,83.0,79.0,46.0
Martínez,92,ST,Forward,4,4,22,174,81,HIGH/MED,Right,FutureStars,Argentina,Inter,ITA 1,2376,676503.75,480000.0,120500.0,92,92.0,92.0,92,97.0,97.0,94.0,82.0,82.0,78.0,82,91.0,67.0,39.0,86.0,88.0,91.0,94,98.0,83.0,89.0,94.0,94.0,88.0,54,41.0,99.0,75.0,29.0,33.0,94,99.0,88.0,95.0,95.0
Vieira,92,CM,Midfielder,3,3,43,192,83,MED/HIGH,Right,IconMoment,France,Icons,ICO,2475,4120023.4,3586192.5,3869500.0,87,89.0,85.0,83,92.0,80.0,88.0,86.0,69.0,77.0,83,89.0,69.0,61.0,90.0,89.0,68.0,86,75.0,71.0,95.0,90.0,86.0,94.0,93,96.0,96.0,86.0,98.0,90.0,94,83.0,96.0,92.0,95.0
Lampard,92,CM,Midfielder,3,4,41,184,89,HIGH/MED,Right,IconMoment,England,Icons,ICO,2432,503210.83,309337.5,297556.0,80,82.0,78.0,93,89.0,93.0,93.0,96.0,87.0,90.0,90,85.0,84.0,86.0,95.0,94.0,86.0,86,66.0,64.0,90.0,93.0,88.0,93.0,74,79.0,72.0,73.0,77.0,63.0,85,79.0,96.0,85.0,76.0
Haaland,92,ST,Forward,3,3,19,194,87,HIGH/MED,Left,FutureStars,Norway,Borussia Dortmund,GER 1,2398,868075.7,384174.0,176765.0,94,91.0,96.0,95,99.0,97.0,99.0,84.0,95.0,97.0,85,88.0,71.0,78.0,99.0,51.0,99.0,90,82.0,81.0,90.0,92.0,90.0,97.0,51,51.0,90.0,55.0,45.0,21.0,94,82.0,85.0,98.0,95.0
Agüero,92,ST,Forward,4,4,31,173,70,HIGH/MED,Right,PremierLeaguePOTM,Argentina,Manchester City,ENG 1,2271,,,,86,88.0,83.0,93,96.0,96.0,91.0,86.0,87.0,85.0,83,89.0,75.0,78.0,89.0,68.0,89.0,92,87.0,95.0,96.0,93.0,92.0,94.0,36,26.0,85.0,32.0,31.0,26.0,78,85.0,83.0,78.0,68.0
João Félix,92,ST,Forward,5,4,19,181,70,HIGH/MED,Right,FutureStars,Portugal,Atlético de Madrid,ESP 1,2372,831856.16,763341.5,98893.0,90,86.0,93.0,92,96.0,90.0,94.0,92.0,90.0,78.0,87,90.0,85.0,68.0,89.0,78.0,95.0,92,94.0,90.0,94.0,90.0,93.0,93.0,49,46.0,84.0,36.0,51.0,42.0,81,91.0,91.0,74.0,79.0
Cuadrado,92,RB,Defender,5,3,31,179,72,HIGH/MED,Right,TOTSSF,Colombia,Piemonte Calcio,ITA 1,2575,105273.24,90182.0,98813.0,98,96.0,99.0,84,91.0,74.0,98.0,93.0,81.0,75.0,90,88.0,91.0,80.0,94.0,80.0,91.0,96,99.0,89.0,86.0,93.0,99.0,88.0,86,80.0,75.0,82.0,91.0,96.0,87,96.0,96.0,75.0,99.0
Petit,92,CDM,Midfielder,3,3,48,185,79,HIGH/HIGH,Left,IconMoment,France,Icons,ICO,2441,1061676.07,882190.5,578167.0,79,80.0,77.0,85,87.0,75.0,98.0,99.0,78.0,66.0,83,79.0,74.0,72.0,91.0,87.0,74.0,81,81.0,76.0,89.0,89.0,75.0,91.0,91,94.0,83.0,87.0,94.0,89.0,91,79.0,95.0,89.0,93.0
Ander Herrera,92,CM,Midfielder,4,4,30,182,73,HIGH/HIGH,Right,ChampionsLeagueShowdown,Spain,Paris Saint-Germain,FRA 1,2545,,,,86,89.0,82.0,86,89.0,84.0,93.0,82.0,76.0,88.0,91,92.0,82.0,74.0,96.0,92.0,92.0,90,87.0,87.0,95.0,92.0,87.0,93.0,92,99.0,70.0,92.0,94.0,88.0,90,71.0,99.0,81.0,99.0
Fernando Hierro,92,CB,Defender,2,3,51,187,84,MED/HIGH,Right,IconMoment,Spain,Icons,ICO,2353,468725.77,329391.0,346867.0,75,76.0,75.0,70,68.0,57.0,85.0,79.0,78.0,77.0,78,73.0,65.0,76.0,84.0,91.0,66.0,73,66.0,87.0,88.0,77.0,65.0,94.0,95,95.0,96.0,97.0,96.0,85.0,89,93.0,85.0,91.0,88.0
Larsson,92,ST,Forward,3,4,48,178,75,HIGH/HIGH,Right,IconMoment,Sweden,Icons,ICO,2360,644554.7,325924.5,204000.0,93,95.0,90.0,92,92.0,97.0,86.0,86.0,90.0,89.0,80,76.0,74.0,92.0,82.0,76.0,92.0,90,92.0,85.0,96.0,92.0,88.0,90.0,49,46.0,97.0,37.0,48.0,47.0,75,94.0,89.0,67.0,75.0
Rush,92,ST,Forward,3,5,57,180,79,HIGH/MED,Right,IconMoment,Wales,Icons,ICO,2291,685885.83,368375.0,195000.0,90,87.0,91.0,94,95.0,97.0,90.0,93.0,94.0,90.0,74,79.0,67.0,71.0,81.0,58.0,79.0,90,83.0,81.0,95.0,93.0,87.0,97.0,46,35.0,95.0,39.0,49.0,31.0,82,88.0,87.0,83.0,76.0
Owen,92,ST,Forward,3,4,39,173,70,MED/MED,Right,IconMoment,England,Icons,ICO,2192,503979.22,283670.5,226152.0,92,93.0,91.0,93,96.0,98.0,89.0,84.0,92.0,91.0,72,77.0,70.0,69.0,80.0,51.0,77.0,90,88.0,88.0,93.0,89.0,91.0,90.0,35,24.0,88.0,29.0,31.0,30.0,69,86.0,84.0,65.0,58.0
Pires,92,LM,Midfielder,4,4,45,187,74,HIGH/MED,Right,IconMoment,France,Icons,ICO,2262,301062.57,192353.5,200455.0,93,94.0,91.0,83,89.0,86.0,79.0,79.0,80.0,83.0,90,93.0,92.0,86.0,90.0,86.0,89.0,91,82.0,80.0,89.0,93.0,93.0,89.0,43,53.0,54.0,45.0,49.0,46.0,65,77.0,86.0,60.0,49.0
Scholes,92,CM,Midfielder,3,3,44,171,71,HIGH/MED,Right,IconMoment,England,Icons,ICO,2410,347078.09,226057.5,276078.0,75,77.0,73.0,90,93.0,85.0,95.0,98.0,89.0,77.0,93,96.0,91.0,76.0,95.0,96.0,78.0,84,70.0,91.0,93.0,90.0,78.0,93.0,65,83.0,84.0,58.0,62.0,43.0,84,86.0,96.0,75.0,89.0
Zola,92,CF,Forward,4,4,53,168,67,HIGH/MED,Right,IconMoment,Italy,Icons,ICO,2299,852227.13,570385.0,336190.0,90,92.0,87.0,94,91.0,96.0,93.0,92.0,90.0,87.0,90,90.0,88.0,93.0,92.0,86.0,91.0,94,88.0,89.0,92.0,95.0,96.0,85.0,44,34.0,66.0,41.0,47.0,39.0,65,56.0,80.0,58.0,65.0
Blanc,92,CB,Defender,2,3,53,192,82,MED/HIGH,Right,IconMoment,France,Icons,ICO,2354,1034949.4,841556.0,722118.0,81,79.0,82.0,72,63.0,68.0,78.0,74.0,69.0,91.0,71,60.0,61.0,90.0,82.0,83.0,74.0,80,71.0,71.0,88.0,90.0,74.0,89.0,95,93.0,89.0,96.0,98.0,92.0,89,79.0,93.0,87.0,90.0
Oblak,92,GK,Goalkeeper,1,3,26,188,87,MED/MED,Right,TOTYNominee,Slovenia,Atlético de Madrid,ESP 1,0,75961.64,75000.0,86950.0,88,,,93,,,,,,,79,,,,,,,90,,,,,,,51,,,,,,91,,,,
Hazard,92,LW,Forward,4,4,28,175,74,HIGH/MED,Right,TOTYNominee,Belgium,Real Madrid,ESP 1,2205,201423.15,182333.0,164625.0,92,95.0,88.0,84,88.0,85.0,82.0,80.0,84.0,89.0,87,90.0,81.0,79.0,90.0,83.0,83.0,95,96.0,95.0,90.0,95.0,96.0,91.0,36,42.0,62.0,34.0,27.0,22.0,67,56.0,85.0,63.0,54.0
Salah,92,ST,Forward,4,3,27,175,71,HIGH/MED,Left,Inform,Egypt,Liverpool,ENG 1,2297,451485.22,469231.5,167385.0,95,96.0,93.0,88,94.0,92.0,81.0,85.0,80.0,78.0,86,89.0,83.0,73.0,89.0,79.0,88.0,91,93.0,89.0,94.0,91.0,91.0,93.0,47,57.0,61.0,39.0,44.0,42.0,78,72.0,89.0,76.0,66.0
Iličić,92,ST,Forward,4,4,31,190,79,MED/MED,Left,Headliner,Slovenia,Atalanta,ITA 1,2337,67524.75,64583.0,62042.0,86,88.0,84.0,95,93.0,91.0,99.0,99.0,90.0,88.0,94,97.0,91.0,95.0,96.0,82.0,95.0,95,80.0,68.0,93.0,99.0,99.0,90.0,51,54.0,68.0,62.0,37.0,30.0,78,38.0,81.0,83.0,67.0
Neuer,92,GK,Goalkeeper,1,4,33,193,92,MED/MED,Right,Flashback,Germany,Bayern München,GER 1,70,,,,92,,,91,,,,,,,95,,,,,,,91,,,,,,,63,,,,,,92,,,,
Modrić,92,CM,Midfielder,4,4,34,172,66,HIGH/HIGH,Right,FUTMAS,Croatia,Real Madrid,ESP 1,2377,,,,77,80.0,73.0,80,83.0,75.0,83.0,86.0,80.0,86.0,92,94.0,88.0,80.0,95.0,90.0,87.0,92,94.0,95.0,90.0,94.0,88.0,94.0,74,84.0,56.0,69.0,78.0,72.0,69,71.0,88.0,60.0,64.0
Sterling,92,LW,Forward,4,3,24,170,69,HIGH/MED,Right,Headliner,England,Manchester City,ENG 1,2236,184294.95,178400.0,96750.0,97,99.0,94.0,87,99.0,91.0,83.0,84.0,73.0,75.0,86,87.0,86.0,69.0,92.0,76.0,82.0,93,98.0,98.0,93.0,91.0,93.0,82.0,49,32.0,41.0,51.0,57.0,51.0,65,65.0,90.0,61.0,43.0
van Dijk,92,CB,Defender,2,3,28,193,92,MED/MED,Right,Inform,Netherlands,Liverpool,ENG 1,2197,735726.8,595133.0,594078.0,79,75.0,81.0,63,49.0,54.0,85.0,67.0,47.0,65.0,74,68.0,56.0,74.0,82.0,85.0,63.0,74,62.0,54.0,90.0,78.0,71.0,91.0,93,91.0,88.0,94.0,95.0,87.0,88,92.0,76.0,94.0,83.0
Mbappe,92,ST,Forward,5,4,20,178,73,HIGH/LOW,Right,Inform,France,Paris Saint-Germain,FRA 1,2289,1557083.32,1485934.0,906778.0,99,99.0,99.0,90,95.0,95.0,88.0,84.0,84.0,75.0,84,86.0,84.0,67.0,88.0,75.0,85.0,93,95.0,85.0,91.0,93.0,94.0,86.0,42,40.0,82.0,36.0,36.0,34.0,79,80.0,88.0,80.0,65.0
Puyol,92,CB,Defender,2,3,41,178,80,MED/HIGH,Right,Icon,Spain,Icons,ICO,2016,374915.01,298035.5,286833.0,70,69.0,70.0,45,41.0,35.0,71.0,42.0,37.0,55.0,68,58.0,70.0,48.0,76.0,73.0,51.0,58,54.0,55.0,90.0,65.0,49.0,85.0,94,96.0,92.0,93.0,95.0,91.0,90,86.0,85.0,93.0,91.0
Nesta,92,CB,Defender,2,3,43,187,79,MED/HIGH,Right,Icon,Italy,Icons,ICO,1939,356975.58,298976.5,252500.0,72,74.0,70.0,42,37.0,39.0,50.0,39.0,43.0,47.0,65,58.0,54.0,33.0,81.0,69.0,46.0,67,38.0,52.0,89.0,78.0,65.0,78.0,94,93.0,86.0,95.0,95.0,94.0,86,84.0,73.0,92.0,87.0
Lewandowski,92,ST,Forward,4,4,31,184,80,HIGH/MED,Right,UCLTOTT,Poland,Bayern München,GER 1,2295,127113.06,108075.0,71875.0,81,81.0,81.0,93,97.0,94.0,93.0,89.0,94.0,91.0,78,81.0,65.0,89.0,86.0,68.0,81.0,89,81.0,85.0,94.0,92.0,89.0,90.0,44,41.0,91.0,36.0,45.0,20.0,86,88.0,81.0,88.0,84.0
Cannavaro,92,CB,Defender,2,3,46,176,74,LOW/HIGH,Right,Icon,Italy,Icons,ICO,2065,640496.85,585325.0,380154.0,80,84.0,77.0,43,36.0,34.0,57.0,50.0,42.0,52.0,63,50.0,59.0,37.0,73.0,70.0,63.0,68,85.0,82.0,91.0,70.0,58.0,82.0,95,96.0,90.0,95.0,95.0,94.0,85,93.0,78.0,87.0,85.0
Stoichkov,92,ST,Forward,4,3,53,178,73,MED/MED,Left,Icon,Bulgaria,Icons,ICO,2407,810070.2,633937.5,211833.0,92,93.0,91.0,93,92.0,94.0,92.0,92.0,92.0,92.0,86,88.0,85.0,89.0,85.0,82.0,90.0,92,90.0,84.0,89.0,92.0,93.0,89.0,50,53.0,82.0,36.0,53.0,48.0,86,79.0,86.0,83.0,93.0
van Nistelrooy,92,ST,Forward,3,3,43,188,80,HIGH/LOW,Right,Icon,Netherlands,Icons,ICO,2178,276431.39,192869.0,136000.0,86,85.0,86.0,91,91.0,95.0,92.0,80.0,93.0,86.0,74,72.0,74.0,78.0,81.0,57.0,80.0,85,74.0,72.0,95.0,89.0,85.0,84.0,37,23.0,88.0,27.0,39.0,34.0,82,77.0,79.0,85.0,77.0
Giggs,92,LM,Midfielder,3,2,45,179,71,HIGH/MED,Left,Icon,Wales,Icons,ICO,2220,246800.16,198800.0,157300.0,90,91.0,90.0,80,88.0,83.0,74.0,76.0,83.0,86.0,90,86.0,94.0,83.0,91.0,88.0,90.0,91,82.0,82.0,84.0,91.0,94.0,88.0,44,46.0,57.0,37.0,43.0,46.0,67,61.0,89.0,60.0,57.0
Lineker,92,ST,Forward,3,4,58,177,74,HIGH/LOW,Right,Icon,England,Icons,ICO,2161,303038.02,208428.5,116667.0,88,90.0,87.0,91,94.0,95.0,88.0,86.0,91.0,88.0,73,72.0,62.0,67.0,83.0,70.0,64.0,86,83.0,79.0,92.0,89.0,85.0,86.0,36,43.0,88.0,26.0,28.0,25.0,76,78.0,85.0,79.0,58.0
Del Piero,92,CF,Forward,4,5,44,174,74,MED/MED,Right,Icon,Italy,Icons,ICO,2265,609946.8,548541.5,254923.0,83,84.0,83.0,92,94.0,95.0,86.0,91.0,87.0,94.0,89,94.0,89.0,91.0,89.0,80.0,90.0,92,84.0,66.0,89.0,95.0,95.0,93.0,43,41.0,76.0,38.0,42.0,36.0,67,58.0,82.0,64.0,59.0
Raul,92,CF,Forward,4,4,42,180,68,HIGH/MED,Left,Icon,Spain,Icons,ICO,2297,695033.36,558786.0,187722.0,88,87.0,89.0,92,96.0,96.0,87.0,88.0,92.0,83.0,82,94.0,70.0,78.0,89.0,66.0,75.0,90,88.0,92.0,92.0,93.0,88.0,92.0,47,41.0,96.0,45.0,42.0,34.0,75,91.0,88.0,77.0,48.0
Immobile,92,ST,Forward,3,4,29,185,85,HIGH/MED,Right,Inform,Italy,Lazio,ITA 1,2269,74722.39,73779.0,119318.0,88,83.0,91.0,94,99.0,96.0,95.0,88.0,94.0,86.0,72,74.0,62.0,58.0,84.0,56.0,80.0,92,85.0,71.0,98.0,94.0,94.0,92.0,45,46.0,93.0,39.0,38.0,36.0,84,85.0,87.0,80.0,85.0
Crespo,92,ST,Forward,4,4,44,184,78,MED/LOW,Right,IconMoment,Argentina,Icons,ICO,2250,873530.97,510071.5,296467.0,92,93.0,90.0,94,93.0,97.0,89.0,94.0,90.0,90.0,75,85.0,79.0,61.0,76.0,59.0,73.0,91,91.0,86.0,93.0,90.0,91.0,96.0,39,33.0,94.0,31.0,34.0,33.0,76,90.0,83.0,80.0,56.0
Figo,92,RW,Forward,4,4,46,180,75,HIGH/LOW,Right,Icon,Portugal,Icons,ICO,2283,636815.82,530389.5,280000.0,92,93.0,91.0,88,91.0,89.0,85.0,89.0,80.0,85.0,89,88.0,92.0,83.0,91.0,85.0,76.0,92,91.0,81.0,89.0,93.0,95.0,83.0,41,42.0,64.0,34.0,41.0,38.0,80,72.0,87.0,78.0,77.0
Ferdinand,92,CB,Defender,3,3,40,189,87,MED/MED,Right,IconMoment,England,Icons,ICO,2122,1441469.84,1139100.0,1054667.0,86,88.0,84.0,52,52.0,47.0,68.0,38.0,59.0,63.0,70,58.0,56.0,32.0,86.0,80.0,54.0,68,61.0,59.0,88.0,77.0,57.0,97.0,94,94.0,92.0,95.0,95.0,92.0,88,87.0,85.0,90.0,88.0
Hamdallah,92,ST,Forward,3,3,28,182,81,MED/LOW,Right,TOTSSF,Morocco,Al Nassr,SAU 1,2376,59856.74,60000.0,67850.0,92,93.0,92.0,95,99.0,99.0,93.0,81.0,91.0,90.0,86,89.0,83.0,82.0,88.0,75.0,94.0,92,96.0,87.0,93.0,94.0,88.0,96.0,40,26.0,99.0,40.0,33.0,26.0,89,94.0,99.0,91.0,65.0
van der Sar,92,GK,Goalkeeper,1,3,48,197,83,MED/MED,Right,IconMoment,Netherlands,Icons,ICO,962,767114.59,809069.5,1018500.0,88,47.0,41.0,92,10.0,9.0,62.0,10.0,13.0,19.0,83,70.0,12.0,10.0,49.0,49.0,9.0,91,43.0,46.0,87.0,33.0,9.0,68.0,42,26.0,11.0,13.0,12.0,12.0,97,75.0,31.0,76.0,10.0
José Callejón,92,RM,Midfielder,4,4,32,178,73,HIGH/HIGH,Right,SummerHeatShowdownNominee,Spain,Napoli,ITA 1,2361,,,,97,95.0,98.0,93,99.0,93.0,93.0,95.0,99.0,73.0,90,93.0,98.0,78.0,96.0,61.0,87.0,94,96.0,90.0,92.0,96.0,92.0,89.0,51,43.0,70.0,69.0,34.0,34.0,72,79.0,99.0,60.0,60.0
Grealish,92,LW,Forward,4,3,24,175,68,MED/MED,Right,TOTSSFMoments,England,Aston Villa,ENG 1,2389,,,,93,94.0,91.0,91,97.0,85.0,92.0,99.0,99.0,79.0,92,96.0,85.0,80.0,96.0,88.0,89.0,93,98.0,95.0,79.0,94.0,93.0,89.0,60,62.0,52.0,62.0,60.0,57.0,78,44.0,91.0,80.0,63.0
Nani,92,LW,Forward,5,5,32,177,70,HIGH/MED,Right,TOTSSF,Portugal,Orlando City SC,USA 1,2390,,,,90,97.0,83.0,92,94.0,83.0,99.0,99.0,92.0,85.0,92,90.0,93.0,93.0,93.0,89.0,99.0,98,96.0,88.0,85.0,99.0,99.0,95.0,47,39.0,78.0,67.0,27.0,25.0,81,45.0,86.0,73.0,99.0
Fuenzalida,92,RW,Forward,4,4,34,170,67,HIGH/HIGH,Right,TOTSSF,Chile,Universidad Católica,CHL 1,2553,,,,98,98.0,98.0,90,99.0,84.0,98.0,88.0,81.0,99.0,92,92.0,98.0,76.0,93.0,88.0,84.0,95,99.0,99.0,91.0,93.0,95.0,82.0,76,80.0,74.0,68.0,78.0,77.0,82,93.0,99.0,74.0,75.0
Matuidi,92,CDM,Midfielder,2,2,32,180,75,MED/HIGH,Left,SeasonReward,France,Piemonte Calcio,ITA 1,2534,,,,88,90.0,85.0,78,85.0,70.0,92.0,79.0,85.0,66.0,89,86.0,86.0,60.0,97.0,90.0,70.0,91,96.0,92.0,98.0,92.0,88.0,95.0,93,96.0,76.0,95.0,94.0,96.0,92,95.0,99.0,84.0,97.0
Draxler,92,CAM,Midfielder,4,5,25,187,77,MED/MED,Right,SeasonReward,Germany,Paris Saint-Germain,FRA 1,2514,,,,90,91.0,90.0,93,93.0,89.0,99.0,95.0,94.0,76.0,91,92.0,91.0,85.0,94.0,86.0,87.0,96,89.0,83.0,90.0,98.0,97.0,92.0,72,86.0,85.0,51.0,83.0,57.0,84,99.0,90.0,88.0,64.0
Ricaurte,92,CAM,Midfielder,3,4,27,182,70,MED/MED,Left,TOTSSF,Colombia,Independiente Medellín,COL 1,2485,82079.0,78154.0,92680.0,88,89.0,88.0,79,87.0,79.0,79.0,81.0,64.0,81.0,95,99.0,85.0,78.0,99.0,97.0,83.0,91,85.0,75.0,92.0,97.0,88.0,87.0,87,88.0,61.0,84.0,96.0,85.0,92,85.0,99.0,89.0,85.0
Júnior Moraes,92,ST,Forward,3,4,32,176,70,HIGH/MED,Right,TOTSSF,Ukraine,Shakhtar Donetsk,UKR 1,2159,81798.57,79113.0,152364.0,93,91.0,93.0,92,99.0,97.0,83.0,90.0,84.0,83.0,70,81.0,45.0,44.0,94.0,42.0,67.0,88,85.0,86.0,95.0,89.0,88.0,82.0,41,62.0,99.0,33.0,19.0,19.0,80,82.0,89.0,83.0,55.0
De Gea,92,GK,Goalkeeper,1,3,28,192,82,MED/MED,Right,PlayerMoments,Spain,Manchester United,ENG 1,68,,,,94,,,88,,,,,,,86,,,,,,,95,,,,,,,60,,,,,,90,,,,
Felipe Anderson,92,LM,Midfielder,4,4,26,175,70,HIGH/MED,Right,TOTSSF,Brazil,West Ham United,ENG 1,2360,348563.35,206500.0,186250.0,96,96.0,96.0,90,88.0,86.0,99.0,98.0,85.0,61.0,89,91.0,91.0,77.0,91.0,85.0,86.0,95,96.0,93.0,83.0,95.0,97.0,90.0,61,76.0,48.0,52.0,65.0,51.0,75,45.0,90.0,67.0,82.0
Giovinco,92,CF,Forward,4,4,32,163,61,HIGH/MED,Right,TOTSSF,Italy,Al Hilal,SAU 1,2327,105427.5,72000.0,84921.0,94,97.0,90.0,93,97.0,91.0,94.0,95.0,88.0,85.0,92,90.0,83.0,99.0,93.0,88.0,99.0,98,99.0,99.0,93.0,96.0,96.0,92.0,37,35.0,46.0,31.0,39.0,38.0,68,41.0,91.0,51.0,91.0
Edouard,92,ST,Forward,4,4,21,187,83,HIGH/MED,Right,TOTSSF,France,Celtic,SCO 1,2424,70690.84,71469.0,86455.0,94,97.0,90.0,94,95.0,96.0,96.0,86.0,86.0,94.0,84,93.0,71.0,75.0,93.0,66.0,95.0,92,90.0,90.0,84.0,92.0,94.0,90.0,59,49.0,95.0,61.0,56.0,39.0,91,84.0,91.0,96.0,80.0
Cesinha,92,CAM,Midfielder,4,5,29,177,74,HIGH/MED,Right,TOTSSF,Brazil,Daegu FC,KOR 1,2370,108082.89,80394.5,93917.0,95,93.0,95.0,93,95.0,93.0,98.0,93.0,85.0,85.0,87,87.0,87.0,85.0,89.0,82.0,80.0,93,95.0,90.0,86.0,95.0,93.0,85.0,47,21.0,92.0,70.0,28.0,31.0,85,87.0,90.0,85.0,75.0
Ginter,92,CB,Defender,2,3,25,191,89,MED/MED,Right,TOTSSF,Germany,Borussia M.gladbach,GER 1,2275,64588.7,63875.0,74643.0,75,65.0,83.0,65,61.0,61.0,82.0,51.0,59.0,75.0,86,86.0,84.0,52.0,95.0,88.0,54.0,81,68.0,61.0,98.0,89.0,77.0,88.0,93,90.0,96.0,94.0,95.0,87.0,90,75.0,86.0,95.0,80.0
Trezeguet,92,ST,Forward,4,4,41,187,75,MED/LOW,Right,IconMoment,France,Icons,ICO,2198,313788.19,172821.5,170160.0,85,83.0,85.0,95,96.0,98.0,98.0,84.0,99.0,87.0,74,72.0,62.0,59.0,86.0,74.0,60.0,83,71.0,60.0,95.0,90.0,82.0,89.0,46,38.0,93.0,37.0,47.0,36.0,82,80.0,86.0,88.0,63.0
Hernandez,92,ST,Forward,4,3,50,175,69,HIGH/MED,Right,IconMoment,Mexico,Icons,ICO,2329,717640.32,416104.5,283375.0,94,95.0,93.0,95,95.0,98.0,91.0,92.0,87.0,91.0,75,74.0,69.0,81.0,78.0,73.0,77.0,91,95.0,89.0,90.0,90.0,91.0,89.0,49,35.0,99.0,41.0,47.0,53.0,75,94.0,89.0,70.0,63.0
Zaha,92,CF,Forward,5,3,26,180,66,HIGH/LOW,Right,TOTSSF,Ivory Coast,Crystal Palace,ENG 1,2233,306097.51,216444.0,145600.0,97,93.0,99.0,88,90.0,90.0,93.0,81.0,74.0,76.0,85,89.0,92.0,60.0,88.0,76.0,67.0,97,97.0,90.0,85.0,97.0,99.0,90.0,35,29.0,60.0,28.0,37.0,36.0,84,65.0,86.0,84.0,82.0
Ødegaard,92,CM,Midfielder,5,3,20,178,68,MED/MED,Left,TOTSSF,Norway,Real Sociedad,ESP 1,2416,111532.34,90875.0,88850.0,92,94.0,89.0,91,81.0,84.0,99.0,98.0,89.0,83.0,97,99.0,99.0,93.0,97.0,89.0,92.0,98,91.0,91.0,86.0,99.0,99.0,91.0,55,66.0,71.0,52.0,48.0,44.0,75,70.0,99.0,61.0,62.0
